"FID","tile","lat","lon"
610,"01MGS",-3.20823215819,-174.706735925
611,"01MGT",-2.3040819821,-174.708466911
612,"01MGU",-1.39991937738,-174.709628827
613,"01MGV",-0.49629161027,-174.710222918
614,"01MHM",-7.72167932054,-173.78351285
615,"01MHN",-6.8183564416,-173.789940583
616,"01MHP",-5.91553643836,-173.795548973
617,"01MHQ",-5.0121406136,-173.800351744
618,"01MHR",-4.10871601233,-173.804351249
619,"01MHS",-3.20580976051,-173.807550751
620,"01MHT",-2.30234311504,-173.809958043
621,"01MHU",-1.39886321626,-173.811573929
622,"01MHV",-0.495917248582,-173.812400137
623,"01NAA",0.407583041424,179.703572837
624,"01NAA",0.407645530817,-179.803772749
625,"01NAB",1.31109273474,179.703150392
626,"01NAB",1.3112936199,-179.804079621
627,"01NAC",2.21405355563,179.702283927
628,"01NAC",2.21439234553,-179.804709038
629,"01NAD",3.11754476608,179.700971339
630,"01NAD",3.11802081771,-179.805662529
631,"01NAE",4.02101966912,179.699211401
632,"01NAE",4.02163187991,-179.80694098
633,"01NAF",4.92393163883,179.697003411
634,"01NAF",4.92467837021,-179.808544906
635,"01NAG",5.82735998038,179.694341992
636,"01NAG",5.82823918819,-179.810478207
637,"01NAH",6.73075814967,179.691225039
638,"01NAH",6.73176700105,-179.81274241
639,"01NAJ",7.63357973302,179.687650963
640,"01NAJ",7.63471444002,-179.815338666
641,"01NBA",0.407905812603,-179.20228613
642,"01NBB",1.31213095708,-179.202804741
643,"01NBC",2.21580663827,-179.203868451
644,"01NBD",3.12001285471,-179.205479849
645,"01NBE",4.02420234196,-179.207640446
646,"01NBF",4.92782789044,-179.210351124
647,"01NBG",5.83196947891,-179.213618492
648,"01NBH",6.73607992475,-179.217445156
649,"01NBJ",7.63961213979,-179.221833085
650,"01NCA",0.408102935902,-178.303864179
651,"01NCB",1.31276514999,-178.304171419
652,"01NCC",2.21687793947,-178.304801593
653,"01NCD",3.12152203222,-178.305756234
654,"01NCE",4.02615011434,-178.30703624
655,"01NCF",4.93021491958,-178.308642134
656,"01NCG",5.83479716865,-178.310577835
657,"01NCH",6.73934962588,-178.312844889
658,"01NCJ",7.64332515723,-178.315444466
659,"01NDA",0.408199036556,-177.405658503
660,"01NDB",1.31307433062,-177.405754122
661,"01NDC",2.21740021715,-177.405950243
662,"01NDD",3.12225778467,-177.406247344
663,"01NDE",4.0270996896,-177.406645705
664,"01NDF",4.93137864231,-177.407145488
665,"01NDG",5.83617572233,-177.407747915
666,"01NDH",6.74094367151,-177.408453464
667,"01NDJ",7.64513533063,-177.409262503
668,"01NEA",0.408194112768,-176.506813266
669,"01NEB",1.31305848906,-176.506697019
670,"01NEC",2.21737345692,-176.506458585
671,"01NED",3.12222008509,-176.506097384
672,"01NEE",4.02705103448,-176.505613078
673,"01NEF",4.93131901456,-176.505005467
674,"01NEG",5.83610508598,-176.504273068
675,"01NEH",6.74086199329,-176.503415297
676,"01NEJ",7.64504257905,-176.502431709
677,"01NFA",0.4080880809,-175.608090209
678,"01NFB",1.31271736092,-175.607762238
679,"01NFC",2.21679721092,-175.607089543
680,"01NFD",3.12140830845,-175.606070488
681,"01NFE",4.02600333958,-175.604704112
682,"01NFF",4.93003504528,-175.602989861
683,"01NFG",5.83458408779,-175.60092355
684,"01NFH",6.73910323682,-175.598503529
685,"01NFJ",7.64304536195,-175.595728547
686,"01NGA",0.407881227836,-174.710250627
687,"01NGB",1.3120518635,-174.709711464
688,"01NGC",2.21567303049,-174.708605596
689,"01NGD",3.1198246365,-174.706930336
690,"01NGE",4.02395942519,-174.704684111
691,"01NGF",4.92753019147,-174.701866008
692,"01NGG",5.83161682416,-174.69846915
693,"01NGH",6.73567214425,-174.694490836
694,"01NGJ",7.63914907167,-174.689929014
695,"01NHA",0.407573558073,-173.812438673
696,"01NHB",1.3110620175,-173.811688853
697,"01NHC",2.21400094978,-173.810150915
698,"01NHD",3.1174691205,-173.807821121
699,"01NHE",4.02091935784,-173.804697291
700,"01NHF",4.92380454125,-173.800778162
701,"01NHG",5.82720340661,-173.796054181
702,"01NHH",6.73056885137,-173.790521599
703,"01NHJ",7.63335387368,-173.784177577
704,"01PAK",8.53690410124,179.683611011
705,"01PAK",8.53815992984,-179.818273328
706,"01PAL",9.44018495487,179.679102122
707,"01PAL",9.44155573211,-179.821548612
708,"01PAM",10.3428761779,179.67412174
709,"01PAM",10.344353979,-179.825166361
710,"01PAN",11.2460572122,179.668657562
711,"01PAN",11.2476321508,-179.829135499
712,"01PAP",12.1491820784,179.662705449
713,"01PAP",12.150841601,-179.83345901
714,"01PAQ",13.0517050149,179.656261754
715,"01PAQ",13.0534333023,-179.838139515
716,"01PAR",13.9547055264,179.649310372
717,"01PAR",13.9564828008,-179.843188671
718,"01PAS",14.8576380007,179.641845921
719,"01PAS",14.8594393446,-179.848610339
720,"01PAT",15.7599570771,179.633863483
721,"01PAT",15.7617511157,-179.854408017
722,"01PBK",8.54364606771,-179.226793051
723,"01PBL",9.44763466261,-179.232328839
724,"01PBM",10.3510310225,-179.238443617
725,"01PBN",11.2549150352,-179.245152522
726,"01PBP",12.1587398528,-179.252460675
727,"01PBQ",13.0619588141,-179.260372591
728,"01PBR",13.9656517344,-179.268908086
729,"01PBS",14.8692720165,-179.278073818
730,"01PBT",15.7722732952,-179.287875871
731,"01PCK",8.54780445821,-178.318382952
732,"01PCL",9.45224044154,-178.321662593
733,"01PCM",10.3560861638,-178.325285272
734,"01PCN",11.2604222856,-178.329259962
735,"01PCP",12.1647019272,-178.333589703
736,"01PCQ",13.0683783979,-178.338277178
737,"01PCR",13.9725323143,-178.343334134
738,"01PCS",14.876617062,-178.348764524
739,"01PCT",15.7800862598,-178.354571964
740,"01PDK",8.54983176392,-177.410177019
741,"01PDL",9.45448586163,-177.411197713
742,"01PDM",10.3585506624,-177.412325169
743,"01PDN",11.2631072034,-177.413562182
744,"01PDP",12.1676085909,-177.414909699
745,"01PDQ",13.0715081178,-177.416368556
746,"01PDR",13.97588679,-177.417942411
747,"01PDS",14.8801979888,-177.419632493
748,"01PDT",15.783895323,-177.421439932
749,"01PEK",8.54972788683,-176.501319887
750,"01PEL",9.45437080867,-176.500078982
751,"01PEM",10.358424385,-176.498708279
752,"01PEN",11.2629696314,-176.497204383
753,"01PEP",12.1674596568,-176.495566143
754,"01PEQ",13.0713477534,-176.493792541
755,"01PER",13.9757149098,-176.491879132
756,"01PES",14.8800145056,-176.489824419
757,"01PET",15.7837001503,-176.487627032
758,"01PFK",8.54749110203,-175.592591792
759,"01PFL",9.45189337068,-175.589090862
760,"01PFM",10.3557052308,-175.585223751
761,"01PFN",11.2600072835,-175.580980877
762,"01PFP",12.164252651,-175.576359001
763,"01PFQ",13.0678946454,-175.571355256
764,"01PFR",13.9720138219,-175.565957104
765,"01PFS",14.876063568,-175.560160324
766,"01PFT",15.7794975042,-175.553961059
767,"01PGK",8.54312745567,-174.684772488
768,"01PGL",9.44706025483,-174.679017324
769,"01PGM",10.3504005743,-174.67266023
770,"01PGN",11.2542282041,-174.665685469
771,"01PGP",12.1579963005,-174.65808772
772,"01PGQ",13.0611582053,-174.649862289
773,"01PGR",13.9647936346,-174.64098858
774,"01PGS",14.868355994,-174.631459669
775,"01PGT",15.7712989193,-174.621269232
776,"01PHK",8.53663714919,-173.777006561
777,"01PHL",9.43987170032,-173.769003095
778,"01PHM",10.3425106979,-173.76016262
779,"01PHN",11.2456327295,-173.750463275
780,"01PHP",12.1486909964,-173.739897686
781,"01PHQ",13.0511388916,-173.728459349
782,"01PHR",13.9540548831,-173.716119652
783,"01PHS",14.8568924007,-173.702869005
784,"01PHT",15.7591051052,-173.688698646
785,"01QAA",18.4675305936,179.606659819
786,"01QAA",18.469017583,-179.874163789
787,"01QAB",19.3700682861,179.59646624
788,"01QAB",19.3713082911,-179.881565226
789,"01QAC",20.2725167372,179.585687702
790,"01QAC",20.2733982886,-179.889390296
791,"01QAD",21.1743314692,179.57431596
792,"01QAD",21.1747049658,-179.897644461
793,"01QAE",22.0765919943,179.562321054
794,"01QAE",22.0762504723,-179.906348679
795,"01QAF",22.9787539735,179.549692176
796,"01QAF",22.977403396,-179.915509553
797,"01QAG",23.8802734033,179.536418849
798,"01QAG",23.87747918,-179.925132653
799,"01QAU",16.6627422963,179.625342822
800,"01QAU",16.6644893211,-179.860596312
801,"01QAV",17.5654484436,179.616277073
802,"01QAV",17.5670978812,-179.867180074
803,"01QBA",18.4818565401,-179.321282803
804,"01QBB",19.385049378,-179.333801659
805,"01QBC",20.2881442851,-179.347039395
806,"01QBD",21.1905956275,-179.361006213
807,"01QBE",22.0934828739,-179.375738997
808,"01QBF",22.996260475,-179.391251108
809,"01QBG",23.8983832222,-179.407555514
810,"01QBU",16.6757352921,-179.298339155
811,"01QBV",17.5791117148,-179.309472149
812,"01QCA",18.4910990203,-178.374365015
813,"01QCB",19.3947778383,-178.381782385
814,"01QCC",20.2983639335,-178.389625782
815,"01QCD",21.2013116999,-178.397901266
816,"01QCE",22.104701545,-178.406630711
817,"01QCF",23.0079879799,-178.415822052
818,"01QCG",23.9106258569,-178.425482994
819,"01QCU",16.6840204664,-178.360771221
820,"01QCV",17.587873394,-178.367367331
821,"01QDA",18.4956050671,-177.427600146
822,"01QDB",19.3995208376,-177.429908686
823,"01QDC",20.3033464286,-177.432349834
824,"01QDD",21.2065362474,-177.434925479
825,"01QDE",22.1101711588,-177.437642432
826,"01QDF",23.0137057031,-177.440503166
827,"01QDG",23.9165947634,-177.443510082
828,"01QDU",16.6880597605,-177.423369324
829,"01QDV",17.5921450146,-177.425422238
830,"01QEA",18.4953741806,-176.480137776
831,"01QEB",19.3992778102,-176.477331178
832,"01QEC",20.3030911282,-176.474363365
833,"01QED",21.2062685436,-176.471232038
834,"01QEE",22.1098908976,-176.467928917
835,"01QEF",23.0134127291,-176.464450999
836,"01QEG",23.9162889175,-176.460795362
837,"01QEU",16.6878527906,-176.48528138
838,"01QEV",17.5919261403,-176.482785558
839,"01QFA",18.4904025376,-175.532832614
840,"01QFB",19.3940447317,-175.524914822
841,"01QFC",20.2975938099,-175.516542268
842,"01QFD",21.2005041653,-175.507708485
843,"01QFE",22.1038561329,-175.498390125
844,"01QFF",23.0071042206,-175.488578718
845,"01QFG",23.9097032739,-175.478266042
846,"01QFU",16.6833961255,-175.547343546
847,"01QFV",17.5872131433,-175.540302411
848,"01QGA",18.4807038953,-174.586538721
849,"01QGB",19.3838361296,-174.573523903
850,"01QGC",20.2868697848,-174.559761745
851,"01QGD",21.1892592214,-174.545241646
852,"01QGE",22.092083795,-174.529925263
853,"01QGF",22.9947979454,-174.513798709
854,"01QGG",23.8968564576,-174.496848511
855,"01QGU",16.6747020286,-174.61039138
856,"01QGV",17.5780190287,-174.598817296
857,"01QHA",18.4662793173,-173.64040545
858,"01QHB",19.3686532119,-173.622308782
859,"01QHC",20.270920418,-173.603173317
860,"01QHD",21.1725352569,-173.582984379
861,"01QHE",22.074575619,-173.561688724
862,"01QHF",22.976495855,-173.539267117
863,"01QHG",23.8777506539,-173.515700905
864,"01QHU",16.6617713136,-173.673572614
865,"01QHV",17.5643447272,-173.657478695
866,"01RAH",24.7822297327,179.522465238
867,"01RAH",24.7773100571,-179.935240399
868,"01RAJ",25.6840790914,179.507817853
869,"01RAJ",25.6758863431,-179.94583572
870,"01RBH",24.8009304188,-179.424696339
871,"01RBJ",26.1640880579,179.999387403
872,"01RBJ",25.7033281948,-179.442655455
873,"01RBK",26.7655315127,179.991495625
874,"01RBK",26.6032714872,-179.455257645
875,"01RBL",27.5580312354,179.980790575
876,"01RBL",27.5055575539,-179.462943908
877,"01RBM",28.4366824721,179.968407321
878,"01RBM",28.4077319267,-179.470994546
879,"01RBN",29.3278129372,179.955267102
880,"01RBN",29.3092490785,-179.479419414
881,"01RBP",30.2238096213,179.941442803
882,"01RBP",30.2111885114,-179.488242729
883,"01RBQ",31.1217258004,179.926949191
884,"01RBQ",31.1130063363,-179.497474623
885,"01RCH",24.8136954859,-178.435639707
886,"01RCJ",25.7166518461,-178.446302102
887,"01RCK",26.6189502848,-178.457479928
888,"01RCL",27.5216710038,-178.469204335
889,"01RCM",28.4242694842,-178.481487705
890,"01RCN",29.326201603,-178.49434236
891,"01RCP",30.2285474342,-178.507805303
892,"01RCQ",31.1307629914,-178.521892042
893,"01RDH",24.8199191425,-177.446671327
894,"01RDJ",25.7231338671,-177.449989992
895,"01RDK",26.6256943359,-177.453469116
896,"01RDL",27.5286812848,-177.457118396
897,"01RDM",28.4315502669,-177.460941695
898,"01RDN",29.3337572383,-177.464942851
899,"01RDP",30.2363828585,-177.46913339
900,"01RDQ",31.1388832463,-177.473518143
901,"01REH",24.8196002429,-176.456952099
902,"01REJ",25.7228017286,-176.452917457
903,"01REK",26.6253487705,-176.448687741
904,"01REL",27.5283220758,-176.44425116
905,"01REM",28.4311771976,-176.439603021
906,"01REN",29.3333700847,-176.434738655
907,"01REP",30.2359813669,-176.429644053
908,"01REQ",31.1384671578,-176.424313337
909,"01RFH",24.8127335305,-175.467424162
910,"01RFJ",25.7156499591,-175.456042503
911,"01RFK",26.6179079004,-175.444110656
912,"01RFL",27.5205874727,-175.431595379
913,"01RFM",28.4231441464,-175.418483451
914,"01RFN",29.3250337866,-175.404761726
915,"01RFP",30.2273363775,-175.390390706
916,"01RFQ",31.1295079156,-175.375353842
917,"01RGH",24.79933851,-174.479028799
918,"01RGJ",25.7016989668,-174.460322234
919,"01RGK",26.6033930611,-174.440711768
920,"01RGL",27.5054997653,-174.420142813
921,"01RGM",28.4074743887,-174.39859371
922,"01RGN",29.3087726347,-174.376042918
923,"01RGP",30.2104732294,-174.352425604
924,"01RGQ",31.1120319406,-174.327714646
925,"01RHH",24.7794176255,-173.490926408
926,"01RHJ",25.6809514804,-173.464919615
927,"01SBA",36.5186399252,179.824786197
928,"01SBA",36.5201227112,-179.562415021
929,"01SBB",37.4181021765,179.804948011
930,"01SBB",37.4204690626,-179.575017494
931,"01SBC",38.3180627115,179.784193949
932,"01SBC",38.3212095086,-179.588200928
933,"01SBD",39.2179612455,179.762492064
934,"01SBD",39.2217991365,-179.601985728
935,"01SBR",32.0200838929,179.911782196
936,"01SBR",32.0141589578,-179.507125266
937,"01SBS",32.9195212131,179.895902161
938,"01SBS",32.9157254482,-179.51722344
939,"01SBT",33.8192633092,179.879292021
940,"01SBT",33.8171620693,-179.527781869
941,"01SBU",34.7186329114,179.861933195
942,"01SBU",34.7179253095,-179.538813456
943,"01SBV",35.6186239038,179.843772791
944,"01SBV",35.6190934992,-179.550352484
945,"01SCA",36.5401087272,-178.620994983
946,"01SCB",37.4408089637,-178.64022978
947,"01SCC",38.3419029017,-178.660352335
948,"01SCD",39.2428482483,-178.681394023
949,"01SCR",32.0323047091,-178.536618166
950,"01SCS",32.9342525129,-178.552027659
951,"01SCT",33.8360629732,-178.568140025
952,"01SCU",34.7371930937,-178.584975043
953,"01SCV",35.6387226327,-178.602585144
954,"01SDA",36.5500606556,-177.504367231
955,"01SDB",37.4510898208,-177.510355012
956,"01SDC",38.3525207564,-177.516619263
957,"01SDD",39.2538114373,-177.523169769
958,"01SDR",32.0407149449,-177.478101974
959,"01SDS",32.9429585304,-177.482898579
960,"01SDT",33.8450707195,-177.487914038
961,"01SDU",34.7465086707,-177.493154519
962,"01SDV",35.64835287,-177.498636354
963,"01SEA",36.5495507004,-176.386809004
964,"01SEB",37.4505630097,-176.379529464
965,"01SEC",38.3519766738,-176.371913817
966,"01SED",39.2532496578,-176.36395017
967,"01SER",32.0402839961,-176.418740601
968,"01SES",32.9425124244,-176.412909191
969,"01SET",33.8446091515,-176.406811715
970,"01SEU",34.7460313277,-176.400440678
971,"01SEV",35.6478594012,-176.393776221
972,"01SFA",36.5385705826,-175.269567377
973,"01SFB",37.4392199893,-175.249035545
974,"01SFC",38.3402618503,-175.227556151
975,"01SFD",39.241153833,-175.205095714
976,"01SFR",32.0310048173,-175.359634496
977,"01SFS",32.9329069104,-175.343185723
978,"01SFT",33.83467074,-175.325986709
979,"01SFU",34.735753289,-175.308016347
980,"01SFV",35.6372342017,-175.289218671
981,"01SGA",36.5171541471,-174.153887639
982,"01SGB",37.4170960294,-174.120153757
983,"01SGC",38.3174130449,-174.084864374
984,"01SGD",39.2175622856,-174.047964689
985,"01SGR",32.012904953,-174.3018828
986,"01SGS",32.9141706966,-174.274853015
987,"01SGT",33.8152854027,-174.246591201
988,"01SGU",34.7157057278,-174.21706279
989,"01SGV",35.6165097505,-174.186175963
990,"01TBE",40.1172426719,179.739809354
991,"01TBE",40.1216926487,-179.616392918
992,"01TBF",41.0169747576,179.716068069
993,"01TBF",41.0219641234,-179.631471876
994,"01TBG",41.9166084484,179.691227057
995,"01TBG",41.9220657055,-179.647248686
996,"01TBH",42.8155968244,179.665243518
997,"01TBH",42.821447945,-179.663750391
998,"01TBJ",43.7150131959,179.638022851
999,"01TBJ",43.7211780458,-179.681036838
1000,"01TBK",44.6143131223,179.609511726
1001,"01TBK",44.6206995229,-179.69914152
1002,"01TBL",45.512953314,179.579654266
1003,"01TBL",45.5194503564,-179.718099342
1004,"01TBM",46.4120093425,179.548334232
1005,"01TBM",46.4184776938,-179.737983212
1006,"01TBN",47.3109391025,179.515481834
1007,"01TBN",47.3171957813,-179.758836036
1008,"01TCE",40.1431031693,-178.703387205
1009,"01TCF",41.0437469894,-178.726407602
1010,"01TCG",41.9442379761,-178.750495462
1011,"01TCH",42.8440348552,-178.775692626
1012,"01TCJ",43.7442166766,-178.802091192
1013,"01TCK",44.6442422398,-178.82974327
1014,"01TCL",45.543570797,-178.858703466
1015,"01TCM",46.4432810597,-178.889084989
1016,"01TCN",47.3428323169,-178.920956049
1017,"01TDE",40.1544203116,-177.530016621
1018,"01TDF",41.0554276612,-177.537183415
1019,"01TDG",41.9562921147,-177.544682702
1020,"01TDH",42.8564727759,-177.552527537
1021,"01TDJ",43.7570498133,-177.56074662
1022,"01TDK",44.6574825113,-177.569356211
1023,"01TDL",45.5572306319,-177.578373347
1024,"01TDM",46.4573742176,-177.58783332
1025,"01TDN",47.357373205,-177.597757416
1026,"01TEE",40.1538403919,-176.355626255
1027,"01TEF",41.0548291102,-176.346913387
1028,"01TEG",41.9556744225,-176.337796307
1029,"01TEH",42.8558354129,-176.328259149
1030,"01TEJ",43.7563921948,-176.318267019
1031,"01TEK",44.656804025,-176.307800154
1032,"01TEL",45.5565306401,-176.296837844
1033,"01TEM",46.4566520153,-176.285337187
1034,"01TEN",47.3566280537,-176.273272309
1035,"01TFE",40.141354058,-175.181619701
1036,"01TFF",41.0419417047,-175.157047294
1037,"01TFG",41.9423749837,-175.131335547
1038,"01TFH",42.8421125624,-175.104439812
1039,"01TFJ",43.7422333171,-175.076261795
1040,"01TFK",44.6421959737,-175.046745895
1041,"01TFL",45.541459705,-175.01583384
1042,"01TFM",46.4411030195,-174.983404817
1043,"01TFN",47.3405851026,-174.949386044
1044,"01TGE",40.1170012705,-174.009398193
1045,"01TGF",41.0168071239,-173.969032368
1046,"01TGG",41.9164372886,-173.926796949
1047,"01TGH",42.8153496206,-173.882618907
1048,"01TGJ",43.7146205951,-173.836337144
1049,"01TGK",44.6137079082,-173.787860729
1050,"01TGL",45.512069642,-173.73709441
1051,"01TGM",46.4107814513,-173.683840278
1052,"01TGN",47.3093011348,-173.627979384
1053,"01UBP",48.2092012516,179.481023381
1054,"01UBP",48.2149960036,-179.780702348
1055,"01UBQ",49.10787231,179.444814266
1056,"01UBQ",49.1128455006,-179.803670196
1057,"01UBR",50.0064115555,179.406762048
1058,"01UBR",50.0100190061,-179.827791727
1059,"01UBS",50.904278843,179.366768313
1060,"01UBS",50.90564044,-179.853117232
1061,"01UBT",51.8025510142,179.324650478
1062,"01UBT",51.8000986313,-179.879737271
1063,"01UBU",52.7006882431,179.280284311
1064,"01UBU",52.6912240764,-179.907669858
1065,"01UBV",53.5981511683,179.23353642
1066,"01UBV",53.573445878,-179.936810452
1067,"01UCA",54.5826471151,179.952259615
1068,"01UCA",54.5289500373,-179.197248462
1069,"01UCB",55.453483112,179.918321366
1070,"01UCB",55.4274984407,-179.213014629
1071,"01UCP",48.2416842864,-178.954388704
1072,"01UCQ",49.1409152662,-178.989523895
1073,"01UCR",50.0399849517,-179.026452052
1074,"01UCS",50.9383534449,-179.065269496
1075,"01UCT",51.8370985093,-179.106154385
1076,"01UCU",52.7356801354,-179.14922839
1077,"01UCV",53.8318920737,179.980135439
1078,"01UCV",53.6305028724,-179.181907434
1079,"01UDA",54.5505885864,-177.697920624
1080,"01UDB",55.4493087738,-177.713701445
1081,"01UDP",48.2566880052,-177.608168124
1082,"01UDQ",49.1563985252,-177.619109396
1083,"01UDR",50.0559653379,-177.630609459
1084,"01UDS",50.9548494843,-177.642698392
1085,"01UDT",51.8541307192,-177.655431768
1086,"01UDU",52.7532702316,-177.668847587
1087,"01UDV",53.6517296606,-177.682986688
1088,"01UEA",54.549626248,-176.151503548
1089,"01UEB",55.4483139491,-176.132318967
1090,"01UEP",48.255919129,-176.260615868
1091,"01UEQ",49.1556050668,-176.247314442
